Global Volcanism Program - Volcanoes of the World 5.0.2,,,,Downloaded on 26 Feb 2023 at 12:19 AM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
351080,Galeras,11379,Confirmed Eruption,,3,?,,2007,,10,,4,,Observations: Reported,,2008,,1,,17,,1.22,-77.37
221010,"Tair, Jebel at",13923,Confirmed Eruption,,3,?,,2007,,9,,30,,Observations: Reported,,2008,,6,?,16,15,15.55,41.83
241100,Ruapehu,14669,Confirmed Eruption,,1,,,2007,,9,,25,,Observations: Reported,,2007,,9,,25,,-39.28,175.57
261170,Kerinci,15531,Confirmed Eruption,,1,,,2007,,9,,9,,Observations: Reported,,2007,,9,,9,,-1.697,101.264
312030,Pavlof,20153,Confirmed Eruption,,2,,,2007,,8,,15,,Observations: Reported,,2007,,9,,13,,55.417,-161.894
221115,Manda Hararo,13943,Confirmed Eruption,,2,,,2007,,8,,12,,Observations: Reported,,2007,,8,?,14,,12.17,40.82
263340,Raung,16165,Confirmed Eruption,,2,,,2007,,7,,26,,Observations: Reported,,2007,,8,,26,,-8.119,114.056
268040,Gamkonora,16595,Confirmed Eruption,,2,,,2007,,7,,8,,Observations: Reported,,2007,,7,?,16,,1.38,127.53
311240,Cleveland,19825,Confirmed Eruption,,2,?,,2007,,6,?,17,,Observations: Reported,,2008,,8,?,12,,52.825,-169.944
266030,Soputan,16438,Confirmed Eruption,,3,,,2007,,6,?,16,15,Observations: Reported,,2007,,11,?,9,,1.112,124.737
357110,Llaima,12076,Confirmed Eruption,,2,,,2007,,5,,26,,Observations: Reported,,2007,,8,?,8,,-38.692,-71.729
261160,Talang,15498,Confirmed Eruption,Main crater,2,,,2007,,3,,19,,Observations: Reported,,2007,,6,,22,3,-0.979,100.681
352010,Reventador,11448,Confirmed Eruption,,2,,,2007,,3,,15,7,Observations: Reported,,2007,,10,?,11,,-0.077,-77.656
351050,"Huila, Nevado del",11312,Confirmed Eruption,,3,?,,2007,,2,,19,,Observations: Reported,,2007,,5,?,28,,2.93,-76.03
344120,Concepcion,11075,Confirmed Eruption,,1,,,2007,,2,,9,,Observations: Reported,,2007,,7,,10,,11.538,-85.622
264260,"Tara, Batu",16353,Confirmed Eruption,,2,,,2007,,1,?,17,,Observations: Reported,,2015,,11,,26,,-7.791,123.585
266030,Soputan,16434,Confirmed Eruption,,1,,,2006,,12,,14,,Observations: Reported,,2006,,12,?,26,,1.112,124.737
242050,Monowai,14722,Confirmed Eruption,,0,,,2006,,12,,12,,Observations: Hydrophonic,,2007,,11,,4,3,-25.887,-177.188
344040,Telica,10940,Confirmed Eruption,,1,,,2006,,12,?,11,,Observations: Reported,,2007,,2,,17,,12.606,-86.84
284170,Pagan,18522,Confirmed Eruption,North Pagan,1,,,2006,,12,,4,,Observations: Reported,,2006,,12,,8,,18.13,145.8
223020,Nyamulagira,14084,Confirmed Eruption,South flank,2,,,2006,,11,,27,,Observations: Reported,,2006,,12,?,5,,-1.408,29.2
311160,Atka Volcanic Complex,19768,Confirmed Eruption,,1,,,2006,,11,,25,5,Observations: Reported,,2007,,3,<,3,,52.331,-174.139
273010,Bulusan,16771,Confirmed Eruption,,2,,,2006,,10,,10,,Observations: Reported,,2007,,10,,4,,12.769,124.056
241100,Ruapehu,14668,Confirmed Eruption,,1,,,2006,,10,,4,,Observations: Reported,,2006,,10,,4,,-39.28,175.57
261230,Dempo,15574,Confirmed Eruption,,1,,,2006,,9,,25,,Observations: Reported,,2006,,9,,25,,-4.016,103.121
345040,Poas,11190,Confirmed Eruption,,1,,,2006,,9,,25,,Observations: Reported,,2006,,12,,16,,10.2,-84.233
312260,Fourpeaked,20250,Confirmed Eruption,Fissure trending N from summit,2,,,2006,,9,,17,,Observations: Reported,,2006,,9,,17,,58.77,-153.672
261160,Talang,15497,Confirmed Eruption,,1,,,2006,,9,,10,,Observations: Reported,,2006,,9,,10,,-0.979,100.681
344120,Concepcion,11074,Confirmed Eruption,,2,,,2006,,9,,1,,Observations: Reported,,2006,,9,,21,,11.538,-85.622
243080,Home Reef,14771,Confirmed Eruption,,2,?,,2006,,8,,7,,Observations: Reported,,2006,,8,?,16,,-18.992,-174.775
344100,Masaya,11041,Confirmed Eruption,Santiago,1,,,2006,,8,,4,,Observations: Reported,,2006,,10,?,25,,11.985,-86.165
344040,Telica,10939,Confirmed Eruption,,1,,,2006,,8,,4,,Observations: Reported,,2006,,8,,6,,12.606,-86.84
233020,"Fournaise, Piton de la",14389,Confirmed Eruption,"SW and S flanks, Dolomieu cone",1,,,2006,,7,,20,,Observations: Reported,,2007,,5,,1,,-21.244,55.708
273030,Mayon,16817,Confirmed Eruption,,1,,,2006,,7,,13,,Observations: Reported,,2006,,10,,1,,13.257,123.685
267020,Karangetang,16541,Confirmed Eruption,,1,,,2006,,7,,3,,Observations: Reported,,2007,,10,>,16,15,2.781,125.407
272020,Kanlaon,16638,Confirmed Eruption,,2,,,2006,,6,,3,,Observations: Reported,,2006,,7,,25,,10.412,123.132
355100,Lascar,11878,Confirmed Eruption,,3,,,2006,,4,,18,,Observations: Reported,,2007,,7,?,18,,-23.37,-67.73
354020,Ubinas,11791,Confirmed Eruption,,2,,,2006,,3,?,25,,Observations: Reported,,2009,,7,?,4,,-16.355,-70.903
345040,Poas,11189,Confirmed Eruption,,1,,,2006,,3,,24,,Observations: Reported,,2006,,3,?,24,,10.2,-84.233
273010,Bulusan,16770,Confirmed Eruption,,2,,,2006,,3,,21,,Observations: Reported,,2006,,6,,28,,12.769,124.056
284200,Anatahan,18537,Confirmed Eruption,East Crater,2,,,2006,,3,?,20,,Observations: Reported,,2006,,6,?,26,,16.35,145.67
242030,Raoul Island,14702,Confirmed Eruption,Green Lake crater,1,?,,2006,,3,,17,,Observations: Reported,,2006,,3,,17,,-29.27,-177.92
263250,Merapi,15923,Confirmed Eruption,,1,,,2006,,3,,16,15,Observations: Reported,,2007,,8,?,9,,-7.54,110.446
342110,Pacaya,22213,Confirmed Eruption,MacKenney Cone,3,,,2006,,3,,9,,Observations: Reported,,2010,,10,,26,,14.382,-90.601
312070,Veniaminof,20177,Confirmed Eruption,Western intracaldera cone,1,,,2006,,3,,3,,Observations: Reported,,2006,,9,,7,,56.17,-159.38
273030,Mayon,16816,Confirmed Eruption,,1,,,2006,,2,,21,,Observations: Reported,,2006,,2,,23,,13.257,123.685
311240,Cleveland,19818,Confirmed Eruption,,3,,,2006,,2,,6,,Observations: Reported,,2006,,10,,28,,52.825,-169.944
266030,Soputan,16433,Confirmed Eruption,,1,,,2005,,12,,26,,Observations: Reported,,2006,,1,?,24,,1.112,124.737
266020,Ambang,20947,Confirmed Eruption,,1,,,2005,,12,,22,,Observations: Reported,,,,,,,,0.75,124.42
313010,Augustine,20273,Confirmed Eruption,,3,,,2005,,12,?,9,,Observations: Reported,,2006,,4,?,27,,59.363,-153.43
351080,Galeras,11378,Confirmed Eruption,,2,,,2005,,11,,24,,Observations: Reported,,2006,,7,,12,,1.22,-77.37
344020,San Cristobal,10892,Confirmed Eruption,,2,,,2005,,11,,13,,Observations: Reported,,2006,,5,,27,,12.702,-87.004
353050,"Negra, Sierra",11713,Confirmed Eruption,North caldera rim,3,,,2005,,10,,22,,Observations: Reported,,2005,,10,,30,,-0.83,-91.17
233020,"Fournaise, Piton de la",14388,Confirmed Eruption,W part of Dolomieu crater,0,,,2005,,10,,4,,Observations: Reported,,2006,,1,,18,,-21.244,55.708
221113,Dabbahu,13942,Confirmed Eruption,NE flank (Da'Ure),3,?,,2005,,9,,26,,Observations: Reported,,2005,,9,,29,,12.595,40.48
312070,Veniaminof,20176,Confirmed Eruption,Western intracaldera cone,1,,,2005,,9,,7,,Observations: Reported,,2005,,11,?,4,,56.17,-159.38
273030,Mayon,16815,Confirmed Eruption,,0,,,2005,,8,<,17,,Observations: Reported,,,,,,,,13.257,123.685
344120,Concepcion,11073,Confirmed Eruption,,2,,,2005,,7,,28,,Observations: Reported,,2005,,11,,10,,11.538,-85.622
343020,Santa Ana,10768,Confirmed Eruption,,3,,,2005,,6,,16,,Observations: Reported,,2005,,10,?,1,,13.853,-89.63
353010,Fernandina,11676,Confirmed Eruption,South caldera rim,2,,,2005,,5,,13,,Observations: Reported,,2005,,5,?,29,,-0.37,-91.55
355100,Lascar,11877,Confirmed Eruption,,3,?,,2005,,5,,4,,Observations: Reported,,2005,,5,,4,,-23.37,-67.73
266030,Soputan,16437,Confirmed Eruption,,2,,,2005,,4,,19,,Observations: Reported,,2005,,7,?,18,,1.112,124.737
360050,Soufriere Hills,12348,Confirmed Eruption,,3,?,,2005,,4,,15,,Observations: Reported,,2013,,2,,5,,16.72,-62.18
261160,Talang,15496,Confirmed Eruption,North & south flanks,2,,,2005,,4,?,12,,Observations: Reported,,2005,,7,?,18,,-0.979,100.681
311240,Cleveland,19817,Confirmed Eruption,,2,,,2005,,3,?,13,,Observations: Reported,,2005,,11,,27,1,52.825,-169.944
344100,Masaya,11040,Confirmed Eruption,Santiago,1,,,2005,,3,?,4,,Observations: Reported,,2005,,3,?,30,,11.985,-86.165
242050,Monowai,14721,Confirmed Eruption,,0,,,2005,,3,,2,,Observations: Hydrophonic,,2006,,6,,27,,-25.887,-177.188
311160,Atka Volcanic Complex,19767,Confirmed Eruption,,1,,,2005,,2,,23,,Observations: Reported,,2005,,5,,5,4,52.331,-174.139
233020,"Fournaise, Piton de la",14386,Confirmed Eruption,"N side of Enclos Fouque, near Nez Coupé de Sainte Rose and Trou de Sable",0,,,2005,,2,,17,,Observations: Reported,,2005,,2,,26,,-21.244,55.708
264160,Egon,16277,Confirmed Eruption,Summit and southern flank,1,,,2005,,2,,6,,Observations: Reported,,2005,,2,,27,,-8.676,122.455
272020,Kanlaon,16749,Confirmed Eruption,,2,,,2005,,1,,25,,Observations: Reported,,2005,,5,,25,,10.412,123.132
341090,Popocatepetl,10556,Confirmed Eruption,,2,,,2005,,1,,9,,Observations: Reported,>,2022,,12,,19,,19.023,-98.622
312070,Veniaminof,20175,Confirmed Eruption,Western intracaldera cone,2,,,2005,,1,,4,,Observations: Reported,,2005,,2,,14,3,56.17,-159.38
344020,San Cristobal,10891,Confirmed Eruption,,1,,,2004,,12,,3,,Observations: Reported,,2004,,12,,7,,12.702,-87.004
352010,Reventador,11447,Confirmed Eruption,,2,,,2004,,11,,7,3,Observations: Reported,,2006,,3,,16,15,-0.077,-77.656
344040,Telica,10938,Confirmed Eruption,,1,,,2004,,11,,5,,Observations: Reported,,2005,,1,,29,,12.606,-86.84
373010,Grimsvotn,12842,Confirmed Eruption,SW and east sides of caldera,3,,,2004,,11,,1,,Observations: Reported,,2004,,11,,4,,64.416,-17.316
266030,Soputan,16436,Confirmed Eruption,,3,?,,2004,,10,,18,,Observations: Reported,,2004,,12,?,27,,1.112,124.737
264030,Rinjani,16226,Confirmed Eruption,Summit and NE flank of Barujari,2,,,2004,,10,,1,,Observations: Reported,,2004,,10,>,5,,-8.42,116.47
321050,St. Helens,20560,Confirmed Eruption,South of 1980-1986 lava dome,2,,,2004,,10,,1,,Observations: Reported,,2008,,1,,27,10,46.2,-122.18
261140,Marapi,15479,Confirmed Eruption,,2,,,2004,,8,,5,,Observations: Reported,,2004,,8,?,5,,-0.38,100.474
357120,Villarrica,12181,Confirmed Eruption,,1,,,2004,,8,?,5,,Observations: Reported,,2007,,12,?,24,,-39.42,-71.93
386011,Nightingale Island,13145,Confirmed Eruption,Submarine SE flank,0,,,2004,,7,,29,,Observations: Reported,,2004,,7,,30,,-37.42,-12.48
342110,Pacaya,19887,Confirmed Eruption,MacKenney Cone and lower S flank,3,?,,2004,,7,?,19,,Observations: Reported,,2005,,9,,11,,14.382,-90.601
351080,Galeras,11377,Confirmed Eruption,El Pinta vent,3,,,2004,,7,,16,,Observations: Reported,,2005,,2,?,7,,1.22,-77.37
311160,Atka Volcanic Complex,19766,Confirmed Eruption,,1,?,,2004,,7,<,4,,Observations: Reported,,,,,,,,52.331,-174.139
264160,Egon,16276,Confirmed Eruption,,2,,,2004,,7,,3,,Observations: Reported,,2004,,9,?,16,,-8.676,122.455
234070,Marion Island,14414,Confirmed Eruption,South side of island,1,,,2004,,6,,24,,Observations: Reported,,2004,,6,?,24,,-46.9,37.75
261170,Kerinci,15529,Confirmed Eruption,,2,,,2004,,6,?,22,,Observations: Reported,,2004,,10,?,24,,-1.697,101.264
263310,Tengger Caldera,16063,Confirmed Eruption,Bromo,2,,,2004,,6,,8,,Observations: Reported,,2004,,6,,24,3,-7.942,112.95
273030,Mayon,16814,Confirmed Eruption,,1,,,2004,,6,,3,,Observations: Reported,,2004,,9,?,12,,13.257,123.685
267040,Awu,16570,Confirmed Eruption,,2,,,2004,,6,<,2,,Observations: Reported,,2004,,8,?,16,15,3.689,125.447
341090,Popocatepetl,10552,Confirmed Eruption,,2,,,2004,,5,,26,,Observations: Reported,,2004,,5,,26,,19.023,-98.622
268030,Ibu,16581,Confirmed Eruption,,0,?,,2004,,5,?,16,15,Observations: Reported,,2005,,2,?,22,,1.488,127.63
223020,Nyamulagira,14083,Confirmed Eruption,Summit and NNW flank,2,?,,2004,,5,,8,,Observations: Reported,,2004,,5,,28,3,-1.408,29.2
233020,"Fournaise, Piton de la",14385,Confirmed Eruption,"SSW of Bory crater, S flank of Dolomieu, S border of Enclos Fouque",1,,,2004,,5,,2,,Observations: Reported,,2004,,10,,14,,-21.244,55.708
284200,Anatahan,18536,Confirmed Eruption,East Crater,3,?,,2004,,4,<,12,,Observations: Reported,,2005,,9,?,3,,16.35,145.67
267020,Karangetang,16540,Confirmed Eruption,,2,,,2004,,4,?,2,,Observations: Reported,,2005,,8,?,5,,2.781,125.407
344040,Telica,10937,Confirmed Eruption,,1,,,2004,,3,,31,,Observations: Reported,,2004,,3,,31,,12.606,-86.84
243060,Tofua,14752,Confirmed Eruption,Lofia crater,1,?,,2004,,3,,19,,Observations: Reported,,2014,,10,,18,,-19.75,-175.07
360050,Soufriere Hills,12347,Confirmed Eruption,,3,?,,2004,,3,,3,,Observations: Reported,,2004,,5,,2,,16.72,-62.18
311360,Shishaldin,20100,Confirmed Eruption,,2,,,2004,,2,,17,,Observations: Reported,,2004,,7,>,16,15,54.756,-163.97
312070,Veniaminof,20174,Confirmed Eruption,Western intracaldera cone,2,,,2004,,2,,16,,Observations: Reported,,2004,,9,,5,4,56.17,-159.38
264160,Egon,16275,Confirmed Eruption,,1,,,2004,,1,,29,,Observations: Reported,,2004,,2,?,5,,-8.676,122.455
344100,Masaya,11038,Confirmed Eruption,Santiago,1,,,2003,,9,<,22,,Observations: Reported,,2003,,12,?,12,,11.985,-86.165
266100,Lokon-Empung,16463,Confirmed Eruption,Tompaluan,3,,,2003,,9,,12,,Observations: Reported,,2003,,9,,12,,1.358,124.792
357070,"Chillan, Nevados de",11992,Confirmed Eruption,Saddle between Nuevo & Arrau volcanoes,1,,,2003,,8,,29,,Observations: Reported,,2003,,9,,15,5,-36.868,-71.378
268060,Gamalama,16675,Confirmed Eruption,,2,,,2003,,7,,31,,Observations: Reported,,2003,,10,,2,3,0.8,127.33
354006,Sabancaya,11752,Confirmed Eruption,,2,?,,2003,,7,,30,1,Observations: Reported,,2003,,7,?,31,,-15.787,-71.857
263200,Dieng Volcanic Complex,15791,Confirmed Eruption,Sileri Crater,1,?,,2003,,7,,16,15,Observations: Reported,,2003,,7,,16,15,-7.2,109.879
284211,NW Rota-1,18539,Confirmed Eruption,Upper South flank (Brimstone Pit),0,,?,2003,,7,,2,182,Observations: Reported,,2010,,3,>,16,15,14.601,144.775
264200,Leroboleng,16308,Confirmed Eruption,,3,,,2003,,6,,26,,Observations: Reported,,2003,,7,,29,,-8.365,122.833
344020,San Cristobal,10890,Confirmed Eruption,,1,?,,2003,,6,,17,,Observations: Reported,,2004,,6,,13,,12.702,-87.004
233020,"Fournaise, Piton de la",14384,Confirmed Eruption,SW Dolomieu crater,0,,,2003,,5,,30,,Observations: Reported,,2004,,1,,10,,-21.244,55.708
264180,Lewotobi,16304,Confirmed Eruption,Lewotobi Lakilaki,2,,,2003,,5,,30,,Observations: Reported,,2003,,9,>,1,,-8.542,122.775
357120,Villarrica,12180,Confirmed Eruption,,1,,,2003,,5,?,23,,Observations: Reported,,2004,,3,?,25,,-39.42,-71.93
284200,Anatahan,18535,Confirmed Eruption,East Crater,3,,,2003,,5,,10,,Observations: Reported,,2003,,7,,12,3,16.35,145.67
244000,Vailulu'u,14803,Confirmed Eruption,West side of caldera (Nafanua),0,,,2003,2,4,,16,15,Observations: Reported,,,,,,,,-14.215,-169.058
242050,Monowai,14720,Confirmed Eruption,,0,,,2003,,4,,10,,Observations: Hydrophonic,,2004,,9,,16,15,-25.887,-177.188
357110,Llaima,12075,Confirmed Eruption,,2,,,2003,,4,,9,,Observations: Reported,,2003,,4,>,16,,-38.692,-71.729
273030,Mayon,16812,Confirmed Eruption,,2,,,2003,,3,,17,,Observations: Reported,,2003,,5,,14,,13.257,123.685
272020,Kanlaon,16748,Confirmed Eruption,,1,,,2003,,3,,7,,Observations: Reported,,2003,,7,,23,,10.412,123.132
266100,Lokon-Empung,16462,Confirmed Eruption,Tompaluan,2,,,2002,,12,,23,,Observations: Reported,,2003,,4,,1,,1.358,124.792
272020,Kanlaon,16747,Confirmed Eruption,,1,,,2002,,11,,28,,Observations: Reported,,2002,,11,,28,,10.412,123.132
233020,"Fournaise, Piton de la",14383,Confirmed Eruption,E flank of Dolomieu cone (1850-1540 m),2,,,2002,,11,,16,,Observations: Reported,,2002,,12,,23,,-21.244,55.708
263100,Papandayan,15688,Confirmed Eruption,"Kawah Baru, Kawah Nangklak",2,,,2002,,11,,11,,Observations: Reported,,2002,,12,,19,3,-7.32,107.73
352010,Reventador,11446,Confirmed Eruption,Summit and SE flank (2600 m),4,,,2002,,11,,3,,Observations: Reported,,2003,,1,?,10,,-0.077,-77.656
242050,Monowai,14719,Confirmed Eruption,,0,,,2002,,11,,1,,Observations: Hydrophonic,,2002,,11,,24,,-25.887,-177.188
355100,Lascar,11875,Confirmed Eruption,,2,,,2002,,10,,26,,Observations: Reported,,2002,,10,,27,,-23.37,-67.73
344040,Telica,10936,Confirmed Eruption,,0,,,2002,,10,,17,,Observations: Reported,,,,,,,,12.606,-86.84
357110,Llaima,12074,Confirmed Eruption,,1,,,2002,,10,,13,12,Observations: Reported,,,,,,,,-38.692,-71.729
264180,Lewotobi,16300,Confirmed Eruption,Lewotobi Lakilaki,1,,,2002,,10,,12,,Observations: Reported,,2002,,10,?,12,,-8.542,122.775
273030,Mayon,16811,Confirmed Eruption,,1,,,2002,,10,,11,,Observations: Reported,,2002,,10,,11,,13.257,123.685
352020,Guagua Pichincha,11499,Confirmed Eruption,,1,?,,2002,,10,,11,,Observations: Reported,,2002,,12,,7,,-0.171,-78.598
267010,Ruang,16493,Confirmed Eruption,,4,?,,2002,,9,,25,,Observations: Reported,,2002,,9,?,29,,2.3,125.37
312070,Veniaminof,20173,Confirmed Eruption,Western intracaldera cone,1,,,2002,,9,,24,,Observations: Reported,,2003,,3,,23,,56.17,-159.38
223020,Nyamulagira,14082,Confirmed Eruption,"Summit caldera, north & south flanks",2,?,,2002,,7,,25,,Observations: Reported,,2002,,9,?,16,15,-1.408,29.2
311160,Atka Volcanic Complex,19765,Confirmed Eruption,,1,?,,2002,,7,<,16,15,Observations: Reported,,,,,,,,52.331,-174.139
263340,Raung,16162,Confirmed Eruption,,2,,,2002,,6,<,16,15,Observations: Reported,,2002,,8,>,25,,-8.119,114.056
351080,Galeras,11376,Confirmed Eruption,El Pinta vent,1,?,,2002,,6,,7,,Observations: Reported,,2002,,6,?,7,,1.22,-77.37
342110,Pacaya,19886,Confirmed Eruption,MacKenney Crater,1,?,,2002,,5,,30,,Observations: Reported,,2002,,6,?,17,,14.382,-90.601
344020,San Cristobal,10889,Confirmed Eruption,,1,,,2002,,5,,29,,Observations: Reported,,2002,,12,?,16,,12.702,-87.004
242050,Monowai,14718,Confirmed Eruption,,0,,,2002,,5,,24,,Observations: Hydrophonic,,2002,,5,,24,,-25.887,-177.188
223030,Nyiragongo,14107,Confirmed Eruption,,2,,,2002,,5,?,17,,Observations: Reported,>,2022,,12,,19,,-1.52,29.25
352020,Guagua Pichincha,11498,Confirmed Eruption,,1,?,,2002,,4,,16,15,Observations: Reported,,2002,,4,,16,15,-0.171,-78.598
266100,Lokon-Empung,16461,Confirmed Eruption,Tompaluan,2,,,2002,,2,,9,,Observations: Reported,,2002,,5,?,16,15,1.358,124.792
223030,Nyiragongo,14106,Confirmed Eruption,"South flank (2800-1570 m), summit crater",1,,,2002,,1,,17,,Observations: Reported,,2002,,2,>,3,,-1.52,29.25
343100,San Miguel,10866,Confirmed Eruption,,1,,,2002,,1,,16,,Observations: Reported,,2002,,1,,16,,13.434,-88.269
233020,"Fournaise, Piton de la",14382,Confirmed Eruption,NE part of l'Enclos Fouqué caldera,0,,,2002,,1,,5,,Observations: Reported,,2002,,1,,16,,-21.244,55.708
342090,Fuego,10733,Confirmed Eruption,,3,,,2002,,1,,4,,Observations: Reported,>,2022,,12,,19,,14.473,-90.88
352020,Guagua Pichincha,11497,Confirmed Eruption,North of 1981 crater,1,?,,2001,,11,,26,,Observations: Reported,,2001,,11,,26,,-0.171,-78.598
342110,Pacaya,19880,Confirmed Eruption,MacKenney Crater,1,,,2001,,10,,31,,Observations: Reported,,2001,,10,,31,,14.382,-90.601
390081,Montagu Island,13205,Confirmed Eruption,NW of Mount Belinda,1,?,,2001,,10,,1,20,Observations: Reported,,2007,,9,,20,,-58.445,-26.374
243091,Unnamed,14772,Confirmed Eruption,,2,,,2001,,9,,27,,Observations: Reported,,2001,,9,?,28,,-18.325,-174.365
261160,Talang,15494,Confirmed Eruption,"Kepundan Panjang & Kabuo, Gabuo Atas",1,,,2001,,9,,25,,Observations: Reported,,2001,,11,,15,3,-0.979,100.681
262000,Krakatau,15625,Confirmed Eruption,Anak Krakatau,1,,,2001,,7,,21,,Observations: Reported,,2001,,9,?,17,,-6.102,105.423
268030,Ibu,16580,Confirmed Eruption,,0,,,2001,,5,?,28,,Observations: Reported,,2001,,10,?,3,,1.488,127.63
261170,Kerinci,15528,Confirmed Eruption,,2,,,2001,,5,,12,,Observations: Reported,,2002,,8,?,27,,-1.697,101.264
344020,San Cristobal,10888,Confirmed Eruption,,1,,,2001,,5,?,11,,Observations: Reported,,2001,,12,?,9,,12.702,-87.004
284141,Ahyi,18474,Confirmed Eruption,"20.34°N, 145.02°E",0,,,2001,,4,,24,,Observations: Hydrophonic,,2001,,4,,25,,20.42,145.03
344100,Masaya,11037,Confirmed Eruption,Santiago,1,,,2001,,4,,23,,Observations: Reported,,2001,,4,?,25,,11.985,-86.165
261140,Marapi,15478,Confirmed Eruption,Verbeek Crater,2,,,2001,,4,,13,,Observations: Reported,,2001,,6,,5,,-0.38,100.474
233020,"Fournaise, Piton de la",14380,Confirmed Eruption,ESE flank of Dolomieu cone,0,,,2001,,3,,27,,Observations: Reported,,2001,,7,,7,,-21.244,55.708
241040,Whakaari/White Island,14495,Confirmed Eruption,MH vent,2,,,2001,,2,,19,,Observations: Reported,,2001,,2,?,19,,-37.52,177.18
223020,Nyamulagira,14081,Confirmed Eruption,North and SSE  flanks,2,?,,2001,,2,,6,,Observations: Reported,,2001,,4,,5,4,-1.408,29.2
311240,Cleveland,19816,Confirmed Eruption,,3,?,,2001,,2,<,2,,Observations: Reported,,2001,,4,?,15,,52.825,-169.944
344040,Telica,10935,Confirmed Eruption,,1,,,2001,,1,,17,,Observations: Reported,,2001,,12,?,19,,12.606,-86.84
264090,Inielika,16258,Confirmed Eruption,Summit crater complex,2,,,2001,,1,,11,,Observations: Reported,,2001,,3,?,16,15,-8.73,120.98
273030,Mayon,16810,Confirmed Eruption,,3,,,2001,,1,,8,,Observations: Reported,,2001,,8,,8,,13.257,123.685
261030,Peuet Sague,15395,Confirmed Eruption,,2,,,2000,,12,,25,,Observations: Reported,,2000,,12,>,26,,4.903,96.289
263310,Tengger Caldera,16062,Confirmed Eruption,Bromo,2,,,2000,,11,,29,,Observations: Reported,,2001,,1,>,15,,-7.942,112.95
261220,Kaba,15548,Confirmed Eruption,,1,,,2000,,8,?,22,,Observations: Reported,,2000,,8,?,27,,-3.522,102.615
342110,Pacaya,10763,Confirmed Eruption,MacKenney Crater,1,,,2000,,8,,16,15,Observations: Reported,,2001,,7,?,5,,14.382,-90.601
355100,Lascar,11873,Confirmed Eruption,,2,,,2000,,7,,20,,Observations: Reported,,2001,,1,?,18,,-23.37,-67.73
273030,Mayon,16809,Confirmed Eruption,,2,,,2000,,7,,16,,Observations: Reported,,2000,,8,,31,,13.257,123.685
263340,Raung,16161,Confirmed Eruption,,2,?,,2000,,7,,9,,Observations: Reported,,2000,,7,,9,,-8.119,114.056
357090,Copahue,12011,Confirmed Eruption,Agrio Crater,2,,,2000,,7,,1,,Observations: Reported,,2000,,10,,18,,-37.856,-71.183
233020,"Fournaise, Piton de la",14379,Confirmed Eruption,"SE flank between ""Signal de l' Enclose"" and ""Château Fort"" craters",1,,,2000,,6,,23,,Observations: Reported,,2000,,11,,13,,-21.244,55.708
262000,Krakatau,15624,Confirmed Eruption,Anak Krakatau,1,,,2000,,5,,29,,Observations: Reported,,2000,,10,?,30,,-6.102,105.423
266030,Soputan,16435,Confirmed Eruption,,2,,,2000,,5,,13,,Observations: Reported,,2003,,9,?,4,,1.112,124.737
390090,Saunders,13204,Confirmed Eruption,,0,,,2000,,5,,13,,Observations: Reported,,2013,,11,,16,,-57.8,-26.483
266100,Lokon-Empung,16460,Confirmed Eruption,Tompaluan,2,,,2000,,5,,10,3,Observations: Reported,,2001,,8,,18,,1.358,124.792
354006,Sabancaya,11751,Confirmed Eruption,,2,,,2000,,4,?,16,15,Observations: Reported,,2000,,10,>,29,,-15.787,-71.857
351080,Galeras,11375,Confirmed Eruption,,1,,,2000,,3,,21,,Observations: Reported,,2000,,5,,18,,1.22,-77.37
261140,Marapi,15477,Confirmed Eruption,,2,,,2000,,3,,11,,Observations: Reported,,2000,,4,>,3,,-0.38,100.474
241040,Whakaari/White Island,14494,Confirmed Eruption,MH vent,3,?,,2000,,3,,7,,Observations: Reported,,2000,,9,,5,4,-37.52,177.18
372070,Hekla,12754,Confirmed Eruption,SW flank,3,,,2000,,2,,26,,Observations: Reported,,2000,,3,,8,,63.983,-19.666
233020,"Fournaise, Piton de la",14378,Confirmed Eruption,North flank of Dolomieu cone (2490-2250 m),0,,,2000,,2,,14,,Observations: Reported,,2000,,3,,4,,-21.244,55.708
223020,Nyamulagira,14080,Confirmed Eruption,SE flank (Ngerageze),2,?,,2000,,1,,27,,Observations: Reported,,2000,,2,>,10,,-1.408,29.2
344120,Concepcion,11072,Confirmed Eruption,,1,,,1999,,12,,27,,Observations: Reported,,1999,,12,?,29,,11.538,-85.622
344100,Masaya,11036,Confirmed Eruption,Santiago,1,,,1999,,11,,22,,Observations: Reported,,2000,,3,?,2,,11.985,-86.165
352080,Tungurahua,11643,Confirmed Eruption,,3,,,1999,,10,,5,,Observations: Reported,,2009,,7,,8,7,-1.467,-78.442
344070,"Negro, Cerro",10970,Confirmed Eruption,South flank (near Cristo Rey crater),2,,,1999,,8,,5,,Observations: Reported,,1999,,8,,7,,12.506,-86.702
263340,Raung,16156,Confirmed Eruption,,2,,,1999,,7,,30,,Observations: Reported,,,,,,,,-8.119,114.056
